## Sheet: Forecast
 |  | Power Grid Bangladesh PLC
 |  | National Load Dispatch Center (NLDC)
 |  | Forecasted Generation & Demand of National Grid
 | Date : | 28-06-2026
Sl. | Name of the
 Power Station | Fuel | Producer | Installed Capacity |  | Present Capacity | Actual Generation on |  | Forecasted Available Gen. on |  | Effective Available Gen. on |  | Remarks
 |  |  |  |  |  |  | 27-06-2026 | during | 28-06-2026 | during | 28-06-2026 | during
 |  |  |  |  |  |  | Day Peak | Ev. Peak | Day Peak | Ev. Peak | Day Peak | Ev. Peak
 |  |  |  | Unit No. X Capacity | MW | MW | MW | MW | MW | MW | MW | MW
04:30 | 3468 | 1902.5 | 890 | 38 | 153 | 1486.285 | 89 | 4962 | 0 | 142 | 717.5 | 0 | 0 | 8 | 2019.5
05:00 | 3476 | 1894 | 890 | 38 | 150 | 1481.62 | 89 | 4944 | 0 | 142 | 708 | 0 | 0 | 6 | 1989
05:30 | 3445 | 1811 | 890 | 38 | 141 | 1483.19 | 90 | 4860.5 | 16.015 | 142 | 719 | 0 | 0 | 8.5 | 1820
06:00 | 3414 | 1728 | 890 | 38 | 132 | 1484.76 | 91 | 4777 | 32.03 | 142 | 730 | 0 | 0 | 11 | 1651
06:30 | 3439 | 1709 | 890 | 38 | 137 | 1484.965 | 91 | 4767.5 | 81.68 | 150 | 738 | 0 | 0 | 8 | 1256
07:00 | 3464 | 1690 | 890 | 38 | 142 | 1485.17 | 91 | 4758 | 131.33 | 158 | 746 | 0 | 0 | 5 | 861
07:30 | 3446 | 1697.5 | 890 | 38 | 149 | 1486.365 | 91 | 4720 | 210.42 | 147.5 | 713.5 | 0 | 0 | 3 | 758
08:00 | 3428 | 1705 | 890 | 38 | 156 | 1487.56 | 91 | 4682 | 289.51 | 137 | 681 | 0 | 0 | 1 | 655
08:30 | 3413 | 1712.25 | 889.5 | 38 | 159 | 1453.225 | 91 | 4490.5 | 338.615 | 135 | 673 | 0 | 0 | 0.5 | 649
09:00 | 3398 | 1719.5 | 889 | 38 | 162 | 1418.89 | 91 | 4299 | 387.72 | 133 | 665 | 0 | 0 | 0 | 643
09:30 | 3426 | 1822 | 889.5 | 38 | 160 | 1415.835 | 92 | 4189 | 465.33 | 122.5 | 623.5 | 0 | 0 | 0 | 595.5
10:00 | 3454 | 1924.5 | 890 | 38 | 158 | 1412.78 | 93 | 4079 | 542.94 | 112 | 582 | 0 | 0 | 0 | 548
10:30 | 3442.5 | 1925 | 890 | 38 | 163 | 1418.175 | 91 | 4024.5 | 572.06 | 104 | 614 | 0 | 0 | 0 | 668.5
11:00 | 3431 | 1925.5 | 890 | 38 | 168 | 1423.57 | 89 | 3970 | 601.18 | 96 | 646 | 0 | 0 | 0 | 789
11:30 | 3411 | 1918.25 | 890.5 | 38 | 170 | 1451.555 | 89 | 4122 | 617.505 | 89 | 688 | 13.5 | 0 | 3.5 | 923.5
12:00 | 3391 | 1911 | 891 | 38 | 172 | 1479.54 | 89 | 4274 | 633.83 | 82 | 730 | 27 | 0 | 7 | 1058
12:30 | 3360.5 | 1914 | 890.5 | 38 | 174 | 1474.26 | 89 | 4339.5 | 622.27 | 85.5 | 752.5 | 13.5 | 0 | 5 | 1183
13:00 | 3330 | 1917 | 890 | 38 | 176 | 1468.98 | 89 | 4405 | 610.71 | 89 | 775 | 0 | 0 | 3 | 1308
13:30 | 3319 | 1877.75 | 890 | 38 | 174 | 1479.145 | 86 | 4447.5 | 568.465 | 99 | 763 | 16 | 0 | 7 | 1523.5
14:00 | 3308 | 1838.5 | 890 | 38 | 172 | 1489.31 | 83 | 4490 | 526.22 | 109 | 751 | 32 | 0 | 11 | 1739
14:30 | 3330 | 1904.5 | 890 | 38 | 176 | 1487.715 | 84 | 4493.5 | 511.135 | 115 | 767.5 | 31 | 0 | 18.5 | 1904
15:00 | 3352 | 1970.5 | 890 | 38 | 180 | 1486.12 | 85 | 4497 | 496.05 | 121 | 784 | 30 | 0 | 26 | 2069
15:30 | 3355 | 1932 | 890 | 38 | 186 | 1484.645 | 86 | 4521.5 | 397.63 | 132 | 804 | 30 | 0 | 27 | 2061.5
16:00 | 3358 | 1893.5 | 890 | 38 | 192 | 1483.17 | 87 | 4546 | 299.21 | 143 | 824 | 30 | 0 | 28 | 2054
16:30 | 3377.5 | 1895 | 890 | 38 | 183 | 1479.515 | 88 | 4622.5 | 228.905 | 149 | 869 | 33 | 0 | 23 | 2051
17:00 | 3397 | 1896.5 | 890 | 38 | 174 | 1475.86 | 89 | 4699 | 158.6 | 155 | 914 | 36 | 0 | 18 | 2048
17:30 | 3367.5 | 1812.25 | 890 | 38 | 170 | 1472.27 | 89 | 4695.5 | 101.91 | 187.5 | 1041 | 69 | 0 | 20 | 1928
18:00 | 3338 | 1728 | 890 | 38 | 166 | 1468.68 | 89 | 4692 | 45.22 | 220 | 1168 | 102 | 0 | 22 | 1808
18:30 | 3468.5 | 1758.5 | 890 | 38 | 179 | 1474.05 | 89 | 4803 | 22.61 | 335 | 1326.25 | 66 | 0 | 16 | 1967.5
19:00 | 3599 | 1789 | 890 | 38 | 192 | 1479.42 | 89 | 4914 | 0 | 450 | 1484.5 | 30 | 0 | 10 | 2127
19:30 | 3486 | 1731 | 892 | 38 | 158 | 1476.1 | 91 | 4904 | 0 | 446 | 1690.86 | 100 | 0 | 10 | 2630
20:00 | 3471 | 1633 | 892 | 38 | 152 | 1476.33 | 91 | 4846 | 0 | 466 | 1692.86 | 150 | 0 | 14 | 2685
20:30 | 3413 | 1688.5 | 845 | 38 | 153 | 1476.36 | 91.5 | 5098.5 | 0 | 484 | 1657.86 | 150.5 | 0 | 14 | 2779.5
21:00 | 3355 | 1744 | 798 | 38 | 154 | 1476.39 | 92 | 5351 | 0 | 502 | 1622.86 | 151 | 0 | 14 | 2874
21:30 | 3328 | 1762.5 | 798 | 38 | 160 | 1482.165 | 92 | 5437 | 0 | 476.5 | 1585.18 | 151 | 0 | 13 | 2630
22:00 | 3301 | 1781 | 798 | 38 | 166 | 1487.94 | 92 | 5523 | 0 | 451 | 1547.5 | 151 | 0 | 12 | 2386
22:30 | 3314 | 1823 | 798 | 38 | 171 | 1485.85 | 91.5 | 5543 | 0 | 440.5 | 1518.5 | 75.5 | 0 | 9.5 | 2418
23:00 | 3327 | 1865 | 798 | 38 | 176 | 1483.76 | 91 | 5563 | 0 | 430 | 1489.5 | 0 | 0 | 7 | 2450
 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Executive Engineer
 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Network Operation Division
## Sheet: Voltage
Power Grid Bangladesh PLC
National Load Dispatch Center (NLDC)
Maximum & Minimum Voltages of Grid Sub-Stations
Date: | 27-06-2026
Substation | Maximum Voltage | Time | Minimum Voltage | Time | Substation | Maximum Voltage | Time | Minimum Voltage | Time
400 kV | KV |  | KV |  | 400 kV | KV |  | KV
Aminbazar | 372 | 09:00 | 361 | 13:00 | Madunaghat | 395 | 00:00 | 386 | 23:00
Amtali | 408 | 09:00 | 401 | 13:00 | Meghnaghat | 379 | 06:00 | 367 | 19:00
Ashuganj | 366 | 06:00 | 352 | 14:00 | Payra | 410 | 09:00 | 404 | 13:00
Bhulta | 400 | 04:00 | 381 | 17:00 | Rahanpur | 400 | 09:00 | 390 | 23:00
Bibiana | 392 | 05:00 | 386 | 13:00 | Rampal | 395 | 09:00 | 375 | 23:00
BIPTC | 399 | 06:00 | 389 | 12:00
Bogura | 384 | 09:00 | 372 | 23:00
Gopalganj | 386 | 09:00 | 375 | 13:00
Kaliakoir | 366 | 06:00 | 352 | 14:00
Korerhat | 393 | 00:00 | 383 | 23:00
230 kV | KV |  | KV |  | 230 kV | KV |  | KV
Agargaon | 229 | 03:00 | 217 | 15:00 | Ishurdi | 234 | 09:00 | 222 | 12:00
AKSML | 230 | 00:00 | 224 | 22:00 | Jhenaidah | 228 | 09:00 | 210 | 12:00
Aminbazar | 229 | 03:00 | 219 | 13:00 | Kachua | 225 | 09:00 | 218 | 22:00
Ashuganj | 228 | 06:00 | 220 | 22:00 | Kaliakoir | 228 | 03:00 | 216 | 15:00
Ashuganj-400 | 228 | 06:00 | 220 | 22:00 | Keranigonj | 228 | 06:00 | 217 | 13:00
Baghabari | 231 | 09:00 | 224 | 00:00 | Khulna(S) | 226 | 09:00 | 211 | 23:00
Barapukuria | 224 | 09:00 | 217 | 22:00 | Korerhat | 225 | 09:00 | 217 | 23:00
Barapukuria-230 | 224 | 09:00 | 217 | 22:00 | Madunaghat | 232 | 01:00 | 226 | 22:00
Barishal | 224 | 09:00 | 218 | 00:00 | Madunaghat-400 | 232 | 01:00 | 227 | 23:00
Bheramara | 233 | 09:00 | 221 | 07:00 | Maniknagar | 227 | 05:00 | 217 | 15:00
Bhulta | 229 | 03:00 | 217 | 17:00 | Meghnaghat | 235 | 05:00 | 231 | 13:00
Bibiana | 228 | 09:00 | 223 | 23:00 | Meghnaghat-400 | 230 | 02:00 | 221 | 17:00
BIPTC | 236 | 09:00 | 220 | 17:00 | Mirsorai | 229 | 01:00 | 221 | 22:00
Bogura | 238 | 09:00 | 230 | 23:00 | Naogaon | 226 | 09:00 | 207 | 14:00
Bogura-400 | 238 | 09:00 | 231 | 23:00 | Purbasadipur | 223 | 09:00 | 213 | 22:00
Borhanuddin | 229 | 10:00 | 223 | 00:00 | Rajshahi | 232 | 09:00 | 219 | 12:00
BSRM | 227 | 18:30 | 219 | 21:00 | Rampal | 225 | 09:00 | 211 | 23:00
Charfasson | 231 | 09:00 | 225 | 00:00 | Rampur
Chowmuhani | 225 | 01:00 | 218 | 22:00 | Rampura | 228 | 06:00 | 215 | 17:00
Cumilla(N) | 225 | 00:00 | 219 | 21:00 | Shikalbaha | 231 | 02:00 | 225 | 21:00
Faridpur | 220 | 09:00 | 211 | 00:00 | Shyampur | 228 | 06:00 | 218 | 13:00
Fenchuganj | 232 | 05:00 | 225 | 23:00 | Siddhirganj | 233 | 11:00 | 220 | 13:00
Feni | 224 | 01:00 | 217 | 22:00 | Sirajgonj | 237 | 09:00 | 232 | 23:00
Ghorashal | 230 | 00:00 | 220 | 15:00 | Sreepur | 222 | 03:00 | 216 | 11:00
Ghorashal-230 | 217 | 01:00 | 201 | 17:00 | Tongi | 220 | 04:00 | 200 | 15:00
Gopalganj | 221 | 09:00 | 213 | 00:00
GPH | 230 | 01:00 | 223 | 22:00
Haripur | 229 | 03:00 | 219 | 17:00
Hasnabad | 229 | 06:00 | 218 | 12:00
Hathazari | 229 | 00:00 | 223 | 22:00
132 kV | KV |  | KV |  | 132 kV | KV |  | KV
Aftabnagar | 136 | 02:00 | 127 | 17:00 | Madunaghat | 134 | 00:00 | 131 | 21:00
Agargaon | 135 | 04:00 | 125 | 15:00 | Magura | 132 | 10:00 | 110 | 07:00
Agrabad | 132 | 00:00 | 128 | 21:00 | Mahasthangarh | 134 | 09:00 | 128 | 04:00
AKS | 131 | 09:00 | 127 | 21:00 | Maijdee | 126 | 01:00 | 122 | 21:00
Aminbazar | 130 | 00:00 | 123 | 13:00 | Manikganj | 128 | 06:00 | 122 | 10:00
Amnura | 133 | 09:00 | 125 | 12:00 | Maniknagar | 134 | 03:00 | 125 | 17:00
Ashuganj | 135 | 00:00 | 130 | 22:00 | Matarbari | 120 | 10:00 | 112 | 04:00
Ashuganj-230 | 135 | 00:00 | 130 | 22:00 | Matuail | 133 | 01:00 | 127 | 16:00
Bagerhat | 131 | 09:00 | 118 | 00:00 | Metrorail_Motijheel | 134 | 03:00 | 125 | 17:00
Bajitpur | 125 | 09:00 | 118 | 18:30 | Metrorail_Uttara | 132 | 02:00 | 119 | 15:00
Bakerganj | 130 | 09:00 | 125 | 00:00 | Millgate | 134 | 04:00 | 121 | 12:00
Bakulia | 133 | 09:00 | 129 | 21:00 | Mirpur | 130 | 06:00 | 122 | 13:00
Banani | 136 | 03:00 | 126 | 17:00 | Mirzapur | 131 | 20:00 | 123 | 22:00
Bangabhaban | 133 | 04:00 | 125 | 15:00 | Mithapukur | 131 | 09:00 | 126 | 23:00
Barapukuria | 136 | 09:00 | 128 | 22:00 | MI_Cement | 134 | 05:00 | 125 | 17:00
Barguna | 129 | 09:00 | 124 | 19:00 | Modern | 0 | 00:00 | 0 | 00:00
Barishal | 130 | 09:00 | 125 | 00:00 | Mogbazar | 137 | 01:00 | 128 | 13:00
Barishal-230 | 130 | 10:00 | 125 | 00:00 | Mongla | 130 | 09:00 | 118 | 23:00
Baroaulia | 134 | 12:00 | 130 | 20:00 | Motijheel | 133 | 04:00 | 125 | 15:00
Baroirhat | 130 | 07:00 | 125 | 22:00 | Muktagacha | 130 | 20:00 | 116 | 00:00
Bashundhara | 137 | 05:00 | 120 | 15:00 | Munshiganj | 132 | 02:00 | 126 | 17:00
BashundharaCement | 133 | 01:00 | 128 | 15:00 | Muradnagar | 128 | 01:00 | 122 | 22:00
Beanibazar | 127 | 10:00 | 122 | 23:00 | Mymensingh | 128 | 18:00 | 110 | 22:00
Benapole | 132 | 09:00 | 118 | 23:00 | Nabinagar | 129 | 00:00 | 121 | 11:00
Bhaluka | 123 | 20:00 | 118 | 11:00 | Naogaon | 136 | 09:00 | 125 | 00:00
Bhandaria | 127 | 19:00 | 115 | 00:00 | Narail | 132 | 10:00 | 107 | 07:00
Bhangura | 131 | 09:00 | 125 | 00:00 | Narinda | 134 | 03:00 | 125 | 17:00
Bheramara | 134 | 10:00 | 125 | 07:00 | Narshingdi | 129 | 10:00 | 121 | 17:00
Bheramara(GK) | 134 | 09:00 | 126 | 07:00 | Natore | 134 | 09:00 | 126 | 07:00
Bhulta | 128 | 00:00 | 122 | 17:00 | Nawabganj | 137 | 06:00 | 129 | 19:00
Bog-Sherpur | 135 | 09:00 | 129 | 23:00 | Netrakona | 117 | 09:00 | 108 | 22:00
Bogura | 137 | 09:00 | 132 | 01:00 | New | 134 | 04:00 | 122 | 16:00
Bogura-230 | 138 | 09:00 | 132 | 23:00 | Niamatpur | 131 | 09:00 | 126 | 00:00
Brahmanbaria | 129 | 09:00 | 124 | 22:00 | Noapara | 134 | 09:00 | 122 | 23:00
Cantonment | 134 | 03:00 | 126 | 13:00 | Pabna | 133 | 09:00 | 126 | 07:00
Chandina | 130 | 00:00 | 125 | 21:00 | Palashbari | 131 | 10:00 | 123 | 22:00
Chandpur | 131 | 00:00 | 125 | 02:00 | Panchagarh | 138 | 02:00 | 131 | 21:00
132 kV | KV |  | KV |  | 132 kV | KV |  | KV
Chandraghona | 134 | 00:00 | 131 | 22:00 | Patiya | 133 | 16:00 | 127 | 22:00
Chapai | 132 | 19:00 | 127 | 05:00 | Patuakhali | 129 | 20:00 | 125 | 00:00
Charsaidpur | 134 | 05:00 | 126 | 17:00 | Payra | 133 | 10:00 | 131 | 00:00
Chauddagram | 129 | 09:00 | 124 | 21:00 | PHP | 129 | 00:00 | 125 | 22:00
Chhatak | 126 | 12:00 | 118 | 23:00 | Postogola | 136 | 06:00 | 128 | 12:00
Chowmuhani | 126 | 01:00 | 123 | 07:00 | Pubail | 124 | 00:00 | 117 | 15:00
Chuadanga | 135 | 09:00 | 119 | 12:00 | Purbachal | 137 | 05:00 | 127 | 13:00
Coxsbazar | 122 | 15:00 | 111 | 11:00 | Purbasadipur | 134 | 02:00 | 129 | 22:00
Cumilla(N) | 129 | 00:00 | 126 | 19:00 | Rahanpur | 133 | 09:00 | 130 | 01:00
Cumilla(S) | 130 | 05:00 | 121 | 13:00 | Rahanpur-400 | 134 | 09:00 | 130 | 23:00
Daganbhuiyan | 128 | 01:00 | 124 | 19:00 | Rahim | 133 | 02:00 | 127 | 18:30
Daudkandi | 127 | 00:00 | 120 | 22:00 | Rajbari | 126 | 09:00 | 118 | 00:00
DhakaUniversity | 136 | 01:00 | 127 | 14:00 | Rajendrapur | 123 | 02:00 | 118 | 11:00
Dhamrai | 130 | 01:00 | 123 | 11:00 | Rajshahi | 131 | 09:00 | 123 | 12:00
Dhanmondi | 138 | 06:00 | 127 | 17:00 | Rajshahi-230 | 157 | 01:00 | 125 | 12:00
Dohazari | 128 | 12:00 | 124 | 02:00 | Ramganj | 126 | 00:00 | 122 | 06:00
Faridpur | 129 | 09:00 | 122 | 15:00 | Rampur | 132 | 00:00 | 128 | 21:00
Fatullah | 136 | 02:00 | 126 | 13:00 | Rampura | 137 | 06:00 | 127 | 17:00
Fenchuganj | 132 | 09:00 | 127 | 23:00 | Rangamati | 134 | 10:00 | 130 | 21:00
Feni | 129 | 17:00 | 124 | 23:00 | Rangpur | 130 | 02:00 | 122 | 09:00
Feni-230 | 128 | 00:00 | 124 | 22:00 | Ruppur | 135 | 09:00 | 128 | 07:00
Ghatail | 125 | 18:00 | 114 | 22:00 | Saidpur | 133 | 06:00 | 127 | 22:00
Ghorashal | 129 | 09:00 | 121 | 15:00 | Santhia | 133 | 09:00 | 128 | 00:00
Goalpara | 135 | 09:00 | 125 | 23:00 | Satkhira | 130 | 09:00 | 116 | 00:00
Gollamari | 136 | 09:00 | 124 | 23:00 | Satmasjid | 134 | 03:00 | 125 | 13:00
Gopalganj | 128 | 09:00 | 123 | 00:00 | Savar | 129 | 00:00 | 121 | 17:00
Gopalganj-400 | 130 | 09:00 | 126 | 00:00 | SevenRings | 127 | 01:00 | 120 | 15:00
Gulshan | 136 | 05:00 | 127 | 15:00 | ShahCement | 134 | 05:00 | 126 | 17:00
Halishahar | 133 | 06:00 | 120 | 23:00 | Shahjadpur | 136 | 09:00 | 132 | 00:00
Haripur | 134 | 02:00 | 128 | 15:00 | Shahjibazar | 130 | 09:00 | 123 | 23:00
HaripurSBU | 134 | 03:00 | 128 | 17:00 | Shahmirpur | 133 | 00:00 | 129 | 22:00
Hasnabad | 134 | 00:00 | 128 | 13:00 | Shariatpur | 129 | 09:00 | 121 | 00:00
Hathazari | 134 | 00:00 | 131 | 22:00 | Sherpur | 129 | 20:00 | 113 | 00:00
Hatirjheel | 137 | 06:00 | 127 | 17:00 | Shikalbaha | 122 | 00:00 | 119 | 23:00
Ishurdi | 136 | 09:00 | 129 | 07:00 | Shikalbaha-230 | 133 | 02:00 | 130 | 21:00
Jaldhaka | 130 | 02:00 | 124 | 23:00 | Shitalakhya | 134 | 05:00 | 125.5 | 15:00
Jamalpur | 131 | 20:00 | 116 | 02:00 | Sholosohor | 133 | 00:00 | 129 | 21:00
Jashore | 134 | 09:00 | 119 | 23:00 | Shomvuganj | 119 | 00:00 | 114 | 19:00
Jhenaidah | 140 | 09:00 | 110 | 07:00 | Shyampur | 136 | 02:00 | 127 | 13:00
Jhenaidah-230 | 139 | 09:00 | 125 | 23:00 | Shyampur-230 | 136 | 00:00 | 129 | 13:00
Joydebpur | 123 | 04:00 | 112 | 01:00 | Siddhirganj | 134 | 03:00 | 127 | 17:00
Joypurhat | 135 | 09:00 | 125 | 14:00 | Sirajganj | 132 | 09:00 | 126 | 21:00
Juldah | 133 | 00:00 | 129 | 23:00 | Sitakunda | 133 | 00:00 | 130 | 21:00
Kabirpur | 133 | 20:00 | 116 | 15:00 | Sonargaon | 132 | 02:00 | 126 | 16:00
Kachua | 128 | 00:00 | 125 | 07:00 | Sreemongol | 128 | 09:00 | 123 | 22:00
Kaliakoir | 135 | 03:00 | 128 | 12:00 | Sreepur | 125 | 20:00 | 121 | 08:00
Kaliganj | 138 | 09:00 | 124 | 23:00 | Srinagar | 137 | 05:00 | 129 | 19:00
Kallyanpur | 130 | 06:00 | 122 | 13:00 | SSM | 138 | 01:00 | 136 | 00:00
Kalurghat | 134 | 00:00 | 131 | 21:00 | Sunamganj | 123 | 13:00 | 116 | 23:00
Kamrangirchar | 137 | 02:00 | 120 | 17:00 | Sylhet | 127 | 09:00 | 123 | 23:00
Kaptai |  |  |  |  | Sylhet_(South) | 127 | 09:00 | 122 | 23:00
Kasba | 127 | 01:00 | 122 | 21:00 | Tangail | 127 | 10:00 | 118 | 22:00
Kazla | 133 | 03:00 | 125 | 16:00 | Taraganj | 132 | 10:00 | 119 | 02:00
Keranigonj | 138 | 04:00 | 130 | 19:00 | Tasnim | 132 | 05:00 | 126 | 16:00
Khagrachori | 134 | 09:00 | 128 | 21:00 | Thakurgaon | 138 | 02:00 | 130 | 22:00
Khulna | 133 | 09:00 | 123 | 23:00 | TK | 134 | 09:00 | 131 | 00:00
Khulna(S) | 137 | 09:00 | 125 | 10:00 | Tongi | 135 | 01:00 | 122 | 15:00
Khulshi | 131 | 00:00 | 128 | 13:00 | Ullahpara | 133 | 09:00 | 127 | 00:00
Kishoreganj | 124 | 02:00 | 117 | 18:30 | Ullon | 136 | 05:00 | 127 | 13:00
Kodda | 132 | 20:00 | 122 | 11:00 | Uttara | 132 | 03:00 | 118 | 15:00
Korerhat | 132 | 00:00 | 127 | 23:00 | UttaraNew | 132 | 02:00 | 119 | 15:00
KSRM | 133 | 02:00 | 129 | 21:00 | Zigatola | 137 | 03:00 | 131 | 13:00
Kulaura | 130 | 09:00 | 126 | 23:00
Kurigram | 130 | 10:00 | 122 | 22:00
Kushtia | 133 | 10:00 | 117 | 07:00
Laksam | 128 | 00:00 | 124 | 19:00
Lakshmipur | 125 | 00:00 | 121 | 22:00
Lalbag | 138 | 06:00 | 129 | 19:00
Lalmonirhat | 131 | 10:00 | 122 | 02:00
Madanganj | 133 | 01:00 | 128 | 15:00
Madaripur | 130 | 07:00 | 125 | 00:00
Madartek | 136 | 04:00 | 127 | 13:00
 | Sub Assistant Engineer |  |  |  |  | Sub Divisional Engineer
 | Network Operation Division |  |  |  |  | Network Operation Division
## Sheet: GenLog
 |  |  |  |  |  |  | Power Grid Bangladesh PLC |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | QF-LDC-01 |  |  |  |  |  |  |  |  | Power Grid Bangladesh PLC |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | QF-LDC-01 |  |  |  |  |  |  |  |  | Power Grid Bangladesh PLC |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | QF-LDC-01 |  |  |  |  |  |  |  |  | Power Grid Bangladesh PLC |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | QF-LDC-01 |  |  |  |  |  |  |  |  | Power Grid Bangladesh PLC |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | QF-LDC-01 |  |  |  |  |  |  |  |  | Power Grid Bangladesh PLC |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | QF-LDC-01
 |  |  |  |  |  |  | National Load Dispatch Center (NLDC) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Page 1 of 6 |  |  |  |  |  |  |  |  | National Load Dispatch Center (NLDC) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Page 2 of 6 |  |  |  |  |  |  |  |  | National Load Dispatch Center (NLDC) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Page 3 of 6 |  |  |  |  |  |  |  |  | National Load Dispatch Center (NLDC) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Page 4 of 6 |  |  |  |  |  |  |  |  | National Load Dispatch Center (NLDC) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Page 5 of 6 |  |  |  |  |  |  |  |  | National Load Dispatch Center (NLDC) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Page 6 of 6
 |  |  |  |  |  |  | Daily Generation Log (Mega Watt) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Daily Generation Log (Mega Watt) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Daily Generation Log (Mega Watt) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Daily Generation Log (Mega Watt) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Daily Generation Log (Mega Watt) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Daily Generation Log (Mega Watt)
 |  | Shift |  | Signature
 |  | 06:00-14:00 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Date: | 27-06-2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Date: | 27-06-2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Date: | 27-06-2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Date: | 27-06-2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Date: | 27-06-2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Date: | 27-06-2026
 |  | 14:00-22:00 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Day: | Saturday |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Day: | Saturday |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Day: | Saturday |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Day: | Saturday |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Day: | Saturday |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Day: | Saturday
 |  | 22:00-06:00
